label,orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2
0.0,10.44331991,2.743,0.505,-0.505,1160.0,64.2,-64.2,2.66,0.2,-0.27,667.0,4947.0,148.0,-133.0,0.802,0.059,-0.081
1.0,2.237489571,1.8119,0.0554,-0.0554,316.0,11.8,-11.8,1.41,0.13,-0.05,1160.0,5265.0,73.0,-84.0,0.81,0.073,-0.029
0.0,5.851520671,3.11058,0.00627,-0.00627,33000.0,26.1,-26.1,14.62,2.92,-1.58,901.0,5532.0,167.0,-167.0,0.806,0.161,-0.087
1.0,3.167893418,2.1814,0.0324,-0.0324,781.0,14.3,-14.3,2.62,0.78,-0.26,1221.0,5895.0,164.0,-184.0,0.94,0.282,-0.094
1.0,4.311780262,2.7251,0.0314,-0.0314,1150.0,15.0,-15.0,3.11,0.39,-0.21,1038.0,5527.0,74.0,-83.0,0.927,0.115,-0.062
1.0,20.0504494,4.556,0.0986,-0.0986,841.0,23.5,-23.5,2.69,0.33,-0.18,622.0,5527.0,74.0,-83.0,0.927,0.115,-0.062
1.0,9.76734503,1.6585,0.0777,-0.0777,569.0,31.7,-31.7,2.67,0.33,-0.18,791.0,5527.0,74.0,-83.0,0.927,0.115,-0.062
1.0,190.3200468,15.284,0.209,-0.209,1140.0,8.5,-8.5,7.78,0.48,-0.52,426.0,5626.0,89.0,-78.0,2.057,0.125,-0.138
0.0,2.861159894,1.8832,0.0878,-0.0878,1010.0,28.6,-28.6,4.37,1.38,-0.46,1355.0,6126.0,193.0,-214.0,1.021,0.324,-0.108
1.0,26.44439337,3.9783,0.0417,-0.0417,1840.0,22.2,-22.2,3.91,0.43,-0.29,562.0,5427.0,108.0,-108.0,0.929,0.104,-0.069
1.0,51.53997972,6.3994,0.0438,-0.0438,3640.0,23.9,-23.9,5.51,0.62,-0.41,450.0,5427.0,108.0,-108.0,0.929,0.104,-0.069
1.0,5.902245782,2.9003,0.0317,-0.0317,702.0,12.8,-12.8,2.43,0.27,-0.18,926.0,5427.0,108.0,-108.0,0.929,0.104,-0.069
1.0,2.382951591,1.8876,0.0297,-0.0297,392.0,10.4,-10.4,1.86,0.21,-0.13,1253.0,5427.0,108.0,-108.0,0.929,0.104,-0.069
1.0,21.02250608,4.1072,0.0538,-0.0538,1770.0,32.1,-32.1,3.07,0.21,-0.14,521.0,5067.0,102.0,-102.0,0.75,0.052,-0.033
1.0,3.219814777,2.0642,0.0392,-0.0392,488.0,17.6,-17.6,1.69,0.11,-0.08,998.0,5103.0,101.0,-101.0,0.787,0.051,-0.039
1.0,5.912273234,2.3254,0.0296,-0.0296,961.0,17.2,-17.2,1.73,0.09,-0.1,585.0,4072.0,73.0,-81.0,0.57,0.029,-0.032
1.0,8.98581901,2.8606,0.0413,-0.0413,881.0,18.5,-18.5,1.65,0.09,-0.09,509.0,4072.0,73.0,-81.0,0.57,0.029,-0.032
0.0,20.5452375,2.517,0.0947,-0.0947,219.0,14.0,-14.0,2.41,0.56,-0.63,742.0,5670.0,280.0,-229.0,1.264,0.298,-0.328
1.0,33.60123371,4.4056,0.0578,-0.0578,7430.0,33.2,-33.2,8.46,0.4,-0.5,495.0,5149.0,113.0,-82.0,0.93,0.044,-0.055
1.0,6.76652928,2.9004,0.0546,-0.0546,451.0,17.2,-17.2,1.97,0.09,-0.12,845.0,5149.0,113.0,-82.0,0.93,0.044,-0.055
1.0,4.347288783,2.1024,0.0502,-0.0502,452.0,13.2,-13.2,2.36,0.39,-0.29,1174.0,5754.0,78.0,-78.0,1.122,0.184,-0.138
1.0,4.601811819,2.2607,0.0367,-0.0367,756.0,14.1,-14.1,2.35,0.09,-0.18,896.0,4986.0,82.0,-82.0,0.833,0.032,-0.064
1.0,11.18719905,3.252,0.122,-0.122,354.0,17.5,-17.5,1.55,0.06,-0.12,667.0,4986.0,82.0,-82.0,0.833,0.032,-0.064
1.0,4.220965778,3.0854,0.0645,-0.0645,2260.0,17.9,-17.9,2.62,0.58,-0.58,595.0,3837.0,481.0,-259.0,0.517,0.114,-0.114
0.0,6.998099523,2.0488,0.0142,-0.0142,20300.0,128.0,-128.0,588.66,129.0,-46.2,853.0,5612.0,152.0,-152.0,0.829,0.181,-0.065
1.0,5.95489993,2.3892,0.0281,-0.0281,1410.0,17.8,-17.8,2.33,0.1,-0.11,635.0,4261.0,85.0,-85.0,0.633,0.026,-0.029
1.0,12.03987488,2.7363,0.0411,-0.0411,1250.0,23.5,-23.5,2.18,0.09,-0.1,502.0,4261.0,85.0,-85.0,0.633,0.026,-0.029
1.0,20.83762895,2.3734,0.0987,-0.0987,439.0,30.9,-30.9,1.42,0.06,-0.07,418.0,4261.0,85.0,-85.0,0.633,0.026,-0.029
0.0,8.8111022,5.0683,0.0771,-0.0771,401.0,6.1,-6.1,63.66,8.98,-18.0,1399.0,6200.0,125.0,-113.0,2.404,0.339,-0.678
1.0,23.58917143,5.073,0.325,-0.325,1200.0,27.4,-27.4,3.16,0.3,-0.33,487.0,4919.0,146.0,-146.0,0.721,0.069,-0.075
1.0,6.481633073,3.784,0.0339,-0.0339,299.0,2.7,-2.7,2.54,0.11,-0.12,1145.0,5945.0,71.0,-71.0,1.302,0.058,-0.058
1.0,10.37168928,3.035,0.0456,-0.0456,1250.0,21.2,-21.2,3.2,0.18,-0.28,720.0,5121.0,76.0,-84.0,0.888,0.049,-0.077
1.0,3.96996298,1.1757,0.097,-0.097,299.0,24.5,-24.5,1.78,0.09,-0.16,992.0,5121.0,76.0,-84.0,0.888,0.049,-0.077
1.0,4.40841331,5.012,0.106,-0.106,549.0,13.4,-13.4,2.66,0.79,-0.33,1139.0,6007.0,189.0,-189.0,0.961,0.285,-0.122
0.0,7.9426176,6.703,0.173,-0.173,1590.0,40.4,-40.4,4.68,1.46,-0.48,878.0,5811.0,157.0,-192.0,0.926,0.289,-0.096
1.0,226.8904775,7.558,0.193,-0.193,3140.0,69.4,-69.4,4.53,0.32,-0.2,236.0,5067.0,102.0,-102.0,0.75,0.052,-0.033
0.0,1.956811408,2.1958,0.0257,-0.0257,24900.0,244.0,-244.0,21.58,1.33,-1.47,1109.0,5209.0,171.0,-155.0,0.603,0.037,-0.041
1.0,9.439459486,2.8979,0.0188,-0.0188,3040.0,18.8,-18.8,4.16,0.5,-0.28,686.0,5097.0,152.0,-152.0,0.779,0.093,-0.053
1.0,11.52306746,3.8757,0.0209,-0.0209,507.0,4.2,-4.2,3.13,0.2,-0.17,927.0,5644.0,84.0,-75.0,1.411,0.091,-0.073
1.0,20.47748843,2.8364,0.0419,-0.0419,1380.0,28.2,-28.2,2.92,0.35,-0.19,530.0,5097.0,152.0,-152.0,0.779,0.093,-0.053
1.0,3.336123113,1.9616,0.0333,-0.0333,516.0,13.7,-13.7,1.74,0.2,-0.12,970.0,5097.0,152.0,-152.0,0.779,0.093,-0.053
1.0,8.01078456,2.312,0.0336,-0.0336,1330.0,29.3,-29.3,1.72,0.13,-0.2,453.0,3713.0,74.0,-92.0,0.47,0.036,-0.054
1.0,12.07134205,4.3224,0.0983,-0.0983,759.0,26.4,-26.4,1.29,0.1,-0.15,395.0,3713.0,74.0,-92.0,0.47,0.036,-0.054
1.0,20.99587872,2.6333,0.0866,-0.0866,767.0,42.9,-42.9,1.3,0.1,-0.15,328.0,3713.0,74.0,-92.0,0.47,0.036,-0.054
1.0,7.41113177,2.5242,0.0492,-0.0492,621.0,14.3,-14.3,2.45,0.77,-0.25,905.0,5849.0,157.0,-192.0,0.919,0.289,-0.096
0.0,1.000747038,0.9967,0.0388,-0.0388,1820.0,16.9,-16.9,4.14,0.75,-0.57,1620.0,5472.0,179.0,-179.0,0.79,0.143,-0.108
1.0,8.884922995,2.07004,0.00709,-0.00709,16100.0,47.4,-47.4,10.51,0.56,-0.57,770.0,5332.0,106.0,-96.0,0.843,0.045,-0.045
1.0,8.09888906,4.20241,0.00982,-0.00982,6910.0,18.0,-18.0,8.95,2.94,-0.98,986.0,6214.0,174.0,-217.0,1.076,0.353,-0.118
1.0,10.00653012,5.344,0.114,-0.114,936.0,14.7,-14.7,3.52,1.11,-0.38,876.0,6063.0,181.0,-217.0,1.001,0.318,-0.106
1.0,17.85522168,7.41287,0.00581,-0.00581,9070.0,11.2,-11.2,13.16,2.57,-0.65,911.0,6823.0,61.0,-92.0,1.367,0.267,-0.067
1.0,5.007316661,4.2362,0.0248,-0.0248,6930.0,19.7,-19.7,6.96,1.75,-0.62,998.0,5865.0,146.0,-190.0,0.827,0.208,-0.074
1.0,2.211116989,1.6485,0.0297,-0.0297,724.0,18.9,-18.9,1.85,0.13,-0.05,931.0,4500.0,90.0,-90.0,0.646,0.043,-0.02
1.0,27.9541337,3.95,0.138,-0.138,943.0,39.6,-39.6,1.9,0.13,-0.06,400.0,4500.0,90.0,-90.0,0.646,0.043,-0.02
1.0,12.69104387,3.7727,0.0452,-0.0452,252.0,4.6,-4.6,2.57,0.4,-0.65,1008.0,5869.0,117.0,-117.0,1.626,0.254,-0.413
0.0,4.409409243,3.8636,0.0468,-0.0468,12900.0,174.0,-174.0,10.95,3.05,-2.03,1101.0,5600.0,186.0,-169.0,0.975,0.271,-0.181
1.0,16.23947096,4.0374,0.0345,-0.0345,2590.0,22.5,-22.5,4.14,0.38,-0.15,598.0,5191.0,103.0,-103.0,0.837,0.078,-0.03
1.0,6.308201629,2.9785,0.0323,-0.0323,1330.0,17.3,-17.3,2.96,0.28,-0.1,819.0,5191.0,103.0,-103.0,0.837,0.078,-0.03
1.0,2.052349884,2.0778,0.0109,-0.0109,14300.0,17.9,-17.9,13.12,2.01,-1.18,1497.0,5855.0,70.0,-88.0,1.08,0.166,-0.097
1.0,9.7704486,2.4517,0.0443,-0.0443,1900.0,36.6,-36.6,2.23,0.14,-0.2,460.0,3906.0,78.0,-86.0,0.509,0.032,-0.046
1.0,5.169804269,2.153,0.0493,-0.0493,1040.0,27.7,-27.7,1.66,0.11,-0.15,569.0,3906.0,78.0,-86.0,0.509,0.032,-0.046
1.0,21.22261195,6.5093,0.042,-0.042,366.0,3.5,-3.5,2.48,0.11,-0.11,771.0,5945.0,71.0,-71.0,1.302,0.058,-0.058
1.0,20.09017037,4.154,0.154,-0.154,1430.0,41.4,-41.4,2.25,0.14,-0.21,362.0,3906.0,78.0,-86.0,0.509,0.032,-0.046
1.0,7.11373257,2.1764,0.0496,-0.0496,808.0,20.5,-20.5,1.16,0.13,-0.17,429.0,3561.0,71.0,-89.0,0.411,0.045,-0.06
1.0,3.306551643,1.8177,0.0485,-0.0485,509.0,15.6,-15.6,0.91,0.1,-0.13,554.0,3561.0,71.0,-89.0,0.411,0.045,-0.06
1.0,15.36845737,2.4714,0.069,-0.069,756.0,26.4,-26.4,1.11,0.12,-0.16,332.0,3561.0,71.0,-89.0,0.411,0.045,-0.06
1.0,13.81020318,3.048,0.0635,-0.0635,1310.0,31.5,-31.5,4.56,1.33,-0.88,833.0,5942.0,176.0,-193.0,1.142,0.333,-0.222
1.0,4.093578461,2.5833,0.063,-0.063,539.0,17.0,-17.0,2.85,0.8,-0.34,1182.0,6077.0,162.0,-217.0,0.999,0.28,-0.12
1.0,105.145959,8.593,0.446,-0.446,685.0,45.6,-45.6,3.43,0.96,-0.42,401.0,6077.0,162.0,-217.0,0.999,0.28,-0.12
1.0,10.8484518,2.9993,0.0431,-0.0431,1680.0,28.8,-28.8,2.34,0.44,-0.43,499.0,4201.0,676.0,-416.0,0.591,0.109,-0.109
1.0,6.66833241,1.915,0.132,-0.132,362.0,30.1,-30.1,1.18,0.21,-0.22,587.0,4201.0,676.0,-416.0,0.591,0.109,-0.109
1.0,4.082274889,3.23015,0.00288,-0.00288,17900.0,12.5,-12.5,10.55,2.4,-0.87,1016.0,5655.0,152.0,-152.0,0.794,0.181,-0.065
1.0,42.1406089,5.083,0.155,-0.155,896.0,43.6,-43.6,1.85,0.13,-0.05,349.0,4500.0,90.0,-90.0,0.646,0.043,-0.02
1.0,4.617490562,2.2618,0.0477,-0.0477,576.0,21.8,-21.8,1.62,0.11,-0.05,728.0,4500.0,90.0,-90.0,0.646,0.043,-0.02
1.0,10.19849255,2.4283,0.0705,-0.0705,634.0,31.3,-31.3,1.75,0.11,-0.06,559.0,4500.0,90.0,-90.0,0.646,0.043,-0.02
0.0,5.795063956,3.2496,0.0513,-0.0513,1690.0,26.5,-26.5,4.33,0.98,-0.39,950.0,5865.0,158.0,-158.0,0.827,0.186,-0.074
1.0,7.15681552,2.5882,0.0463,-0.0463,867.0,19.8,-19.8,2.47,0.1,-0.2,782.0,5029.0,83.0,-75.0,0.838,0.033,-0.066
1.0,17.64830851,2.0873,0.0752,-0.0752,763.0,35.7,-35.7,2.43,0.1,-0.19,579.0,5029.0,83.0,-75.0,0.838,0.033,-0.066
1.0,4.14810719,2.535,0.183,-0.183,175.0,15.3,-15.3,1.08,0.04,-0.09,938.0,5029.0,83.0,-75.0,0.838,0.033,-0.066
1.0,16.51410989,4.1575,0.0539,-0.0539,974.0,18.5,-18.5,2.72,0.27,-0.24,655.0,5527.0,111.0,-111.0,0.866,0.089,-0.074
1.0,30.1329298,5.172,0.113,-0.113,1020.0,24.0,-24.0,3.14,0.32,-0.27,536.0,5527.0,111.0,-111.0,0.866,0.089,-0.074
1.0,4.79090809,2.603,0.11,-0.11,251.0,13.2,-13.2,1.36,0.14,-0.12,990.0,5527.0,111.0,-111.0,0.866,0.089,-0.074
1.0,31.71981013,4.819,0.0498,-0.0498,363.0,6.1,-6.1,3.09,0.49,-0.78,743.0,5869.0,117.0,-117.0,1.626,0.254,-0.413
1.0,99.6415962,4.448,0.14,-0.14,953.0,44.1,-44.1,2.64,0.27,-0.23,360.0,5527.0,111.0,-111.0,0.866,0.089,-0.074
1.0,4.708326451,3.16114,0.00526,-0.00526,7910.0,14.4,-14.4,10.6,2.85,-2.56,1162.0,5560.0,166.0,-166.0,1.21,0.325,-0.293
0.0,16.37198661,3.8449,0.0654,-0.0654,4150.0,84.0,-84.0,540.37,39.3,-58.4,438.0,4187.0,125.0,-125.0,0.592,0.043,-0.064
1.0,5.392026903,2.9804,0.0352,-0.0352,1150.0,17.2,-17.2,2.68,0.36,-0.19,850.0,5198.0,155.0,-155.0,0.801,0.106,-0.057
1.0,6.491682808,4.301,0.0272,-0.0272,7160.0,17.2,-17.2,9.66,3.27,-1.31,1062.0,6123.0,193.0,-265.0,1.107,0.375,-0.15
0.0,3.044770796,10.0134,0.0663,-0.0663,1700.0,10.1,-10.1,24.54,4.89,-1.96,1076.0,5525.0,165.0,-165.0,0.753,0.15,-0.06
1.0,3.855603916,3.2179,0.0101,-0.0101,16700.0,18.2,-18.2,13.61,3.8,-1.35,1212.0,6033.0,193.0,-265.0,1.046,0.292,-0.104
0.0,3.855599139,3.183,0.0616,-0.0616,1030.0,13.2,-13.2,3.57,1.0,-0.33,1158.0,5936.0,164.0,-205.0,0.965,0.268,-0.089
1.0,38.47876629,5.04169,0.00343,-0.00343,23500.0,25.4,-25.4,13.26,1.78,-0.59,484.0,5510.0,98.0,-109.0,0.879,0.118,-0.039
0.0,37.60166128,8.30604,0.00855,-0.00855,59100.0,43.7,-43.7,27.22,8.22,-4.42,606.0,6140.0,164.0,-201.0,1.096,0.331,-0.178
1.0,3.314947362,1.8007,0.0284,-0.0284,1400.0,13.6,-13.6,3.94,1.11,-0.37,1155.0,5609.0,150.0,-166.0,0.944,0.266,-0.089
0.0,6.71969089,3.0231,0.0879,-0.0879,970.0,26.2,-26.2,4.37,1.06,-0.57,952.0,5931.0,177.0,-177.0,0.866,0.21,-0.113
1.0,39.6431552,6.5292,0.00694,-0.00694,15700.0,24.4,-24.4,10.98,0.72,-0.99,472.0,5231.0,83.0,-73.0,0.9,0.059,-0.081
0.0,51.42598578,16.9422,0.0148,-0.0148,66100.0,43.1,-43.1,29.66,9.26,-3.31,549.0,6257.0,173.0,-239.0,1.147,0.358,-0.128
1.0,21.80451611,3.4097,0.0714,-0.0714,1140.0,26.4,-26.4,2.6,0.47,-0.19,543.0,5481.0,163.0,-146.0,0.708,0.127,-0.051
1.0,10.28194593,3.4366,0.0541,-0.0541,1110.0,21.3,-21.3,2.53,0.36,-0.19,680.0,5196.0,155.0,-155.0,0.775,0.111,-0.056
1.0,18.11993039,4.2309,0.0581,-0.0581,1510.0,25.8,-25.8,2.95,0.42,-0.22,563.0,5196.0,155.0,-155.0,0.775,0.111,-0.056
1.0,3.78402867,1.9012,0.0678,-0.0678,426.0,18.4,-18.4,1.7,0.25,-0.12,949.0,5196.0,155.0,-155.0,0.775,0.111,-0.056
1.0,5.15448142,3.228,0.122,-0.122,698.0,16.4,-16.4,2.94,0.63,-0.39,964.0,5431.0,161.0,-161.0,0.884,0.19,-0.117
0.0,33.80364366,11.4813,0.0187,-0.0187,13500.0,26.6,-26.6,20.7,3.24,-4.86,745.0,5855.0,117.0,-117.0,1.796,0.281,-0.422
1.0,5.743469797,3.4412,0.0357,-0.0357,1240.0,17.8,-17.8,3.13,0.97,-0.31,982.0,5897.0,159.0,-177.0,0.891,0.277,-0.087
0.0,19.97448524,4.23479,0.00624,-0.00624,40300.0,44.3,-44.3,26.56,8.31,-2.77,700.0,6108.0,171.0,-214.0,0.997,0.312,-0.104
1.0,3.166353562,3.3129,0.0233,-0.0233,1470.0,13.4,-13.4,3.82,1.22,-0.41,1273.0,6007.0,169.0,-211.0,0.998,0.318,-0.106
0.0,23.89963441,3.81881,0.00835,-0.00835,21000.0,43.8,-43.8,44.04,13.9,-4.62,652.0,6192.0,169.0,-225.0,0.924,0.291,-0.097
1.0,3.388012244,2.6849,0.0719,-0.0719,280.0,9.9,-9.9,2.11,0.33,-0.41,1315.0,5553.0,111.0,,1.25,0.196,-0.24
1.0,5.83909761,3.1915,0.0899,-0.0899,274.0,11.6,-11.6,2.06,0.33,-0.39,1097.0,5553.0,111.0,0.0,1.25,0.196,-0.24
1.0,1.620467654,2.1888,0.0995,-0.0995,160.0,8.3,-8.3,1.57,0.24,-0.3,1681.0,5553.0,111.0,0.0,1.25,0.196,-0.24
1.0,10.6816951,3.605,0.11,-0.11,308.0,14.6,-14.6,2.3,0.36,-0.44,897.0,5553.0,111.0,0.0,1.25,0.196,-0.24
1.0,6.104849417,4.6912,0.0143,-0.0143,2090.0,8.1,-8.1,3.18,0.17,-0.19,784.0,5085.0,102.0,-102.0,0.712,0.038,-0.042
1.0,3.578780566,2.91089,0.00147,-0.00147,11400.0,7.2,-7.2,10.43,0.62,-0.62,1145.0,5524.0,110.0,-110.0,0.994,0.059,-0.059
0.0,3.187067566,3.119,0.124,-0.124,1040.0,34.5,-34.5,23.88,5.1,-2.35,1079.0,5450.0,197.0,-180.0,0.811,0.173,-0.08
1.0,5.826657508,2.9183,0.0321,-0.0321,1540.0,20.9,-20.9,4.09,0.6,-0.49,1013.0,5561.0,75.0,-83.0,1.06,0.156,-0.127
1.0,12.41216347,3.739,0.111,-0.111,611.0,26.0,-26.0,2.58,0.38,-0.31,787.0,5561.0,75.0,-83.0,1.06,0.156,-0.127
1.0,18.74649011,3.895,0.127,-0.127,797.0,32.8,-32.8,3.05,0.45,-0.37,686.0,5561.0,75.0,-83.0,1.06,0.156,-0.127
1.0,20.86021229,5.1937,0.0335,-0.0335,1910.0,17.5,-17.5,5.5,0.82,-1.09,781.0,6035.0,120.0,-120.0,1.257,0.187,-0.25
1.0,42.63427848,6.1998,0.0535,-0.0535,1720.0,22.8,-22.8,5.22,0.78,-1.03,615.0,6035.0,120.0,-120.0,1.257,0.187,-0.25
1.0,87.6476068,8.871,0.128,-0.128,1010.0,27.4,-27.4,4.0,0.6,-0.79,484.0,6035.0,120.0,-120.0,1.257,0.187,-0.25
1.0,9.467821474,2.4327,0.0221,-0.0221,2240.0,19.8,-19.8,2.13,0.19,-0.25,407.0,3582.0,71.0,-89.0,0.458,0.04,-0.055
1.0,0.893040969,1.0981,0.0159,-0.0159,742.0,10.2,-10.2,1.24,0.1,-0.15,893.0,3582.0,71.0,-89.0,0.458,0.04,-0.055
1.0,4.942783419,3.25346,0.00605,-0.00605,11100.0,6.7,-6.7,10.62,1.44,-0.73,1008.0,5514.0,98.0,-109.0,0.978,0.133,-0.067
1.0,20.83426731,4.0454,0.0694,-0.0694,988.0,25.0,-25.0,2.74,0.69,-0.22,595.0,5537.0,166.0,-166.0,0.88,0.221,-0.069
1.0,9.94602357,3.3862,0.0557,-0.0557,995.0,20.5,-20.5,3.12,0.44,-0.43,807.0,5344.0,80.0,-80.0,1.013,0.141,-0.141
1.0,1.04562195,1.8955,0.0725,-0.0725,213.0,9.7,-9.7,1.45,0.2,-0.2,1710.0,5344.0,80.0,-80.0,1.013,0.141,-0.141
1.0,5.71462396,2.336,0.124,-0.124,298.0,19.8,-19.8,1.78,0.24,-0.25,971.0,5344.0,80.0,-80.0,1.013,0.141,-0.141
0.0,102.9641952,15.735,0.263,-0.263,1900.0,27.3,-27.3,39.0,1.1,-9.39,797.0,5047.0,40.0,-160.0,7.119,0.201,-1.713
1.0,8.14515981,5.073,0.513,-0.513,447.0,17.4,-17.4,3.43,0.5,-0.7,1050.0,5896.0,117.0,-105.0,1.24,0.183,-0.251
1.0,18.9985279,4.529,0.333,-0.333,431.0,29.0,-29.0,43.17,6.37,-8.74,792.0,5896.0,117.0,-105.0,1.24,0.183,-0.251
1.0,4.24439049,3.282,0.135,-0.135,174.0,12.7,-12.7,2.07,0.3,-0.42,1305.0,5896.0,117.0,-105.0,1.24,0.183,-0.251
1.0,28.5742692,4.9427,0.0403,-0.0403,825.0,9.2,-9.2,2.32,0.19,-0.2,538.0,5551.0,111.0,-111.0,0.812,0.07,-0.07
1.0,7.34373964,1.1784,0.0466,-0.0466,574.0,21.8,-21.8,1.84,0.4,-0.14,839.0,5757.0,155.0,-155.0,0.762,0.168,-0.056
0.0,0.445277068,3.539,0.276,-0.276,187.0,7.8,-7.8,35.74,14.1,-3.49,2562.0,6167.0,156.0,-205.0,1.064,0.419,-0.104
0.0,0.379463865,0.86896,0.00507,-0.00507,1970.0,5.8,-5.8,59.56,34.6,-38.1,3000.0,5075.0,136.0,-151.0,1.783,1.035,-1.139
0.0,9.88047978,2.78458,0.00644,-0.00644,18500.0,36.6,-36.6,23.6,7.06,-2.34,860.0,6113.0,164.0,-200.0,0.917,0.274,-0.091
0.0,4.6484156,38.1939,0.0,0.0,128.0,2.4,-2.4,5.06,0.52,-2.1,2259.0,6980.0,167.0,-230.0,3.482,0.362,-1.447
0.0,17.51201477,1.8248,0.00727,-0.00727,4510.0,13.9,-13.9,13.66,4.26,-2.3,804.0,6224.0,197.0,-241.0,1.132,0.353,-0.19
0.0,0.525154153,2.1441,0.0297,-0.0297,748.0,8.1,-8.1,23.61,5.28,-2.85,2073.0,5582.0,169.0,-152.0,0.846,0.189,-0.102
0.0,1.303861044,4.0541,0.0379,-0.0379,598.0,5.1,-5.1,27.85,7.53,-3.25,1610.0,5758.0,155.0,-155.0,0.902,0.244,-0.105
0.0,2.55549176,9.083,0.507,-0.507,114.0,5.6,-5.6,23.35,7.02,-2.34,1312.0,5948.0,161.0,-178.0,0.901,0.271,-0.09
0.0,2.947376671,2.0911,0.0437,-0.0437,433.0,8.5,-8.5,403.59,86.0,-105.0,2404.0,8090.0,226.0,-340.0,2.234,0.476,-0.581
1.0,224.7789355,11.1899,0.0916,-0.0916,3490.0,15.8,-15.8,7.67,1.33,-1.2,333.0,5873.0,93.0,-129.0,1.235,0.213,-0.194
0.0,0.890110752,0.8774,0.0942,-0.0942,322.0,23.8,-23.8,1.25,0.12,-0.07,1372.0,4768.0,143.0,-129.0,0.711,0.064,-0.043
0.0,5.76573396,2.924,0.122,-0.122,248.0,13.2,-13.2,7.47,0.89,-2.5,1964.0,5772.0,78.0,-86.0,4.434,0.531,-1.486
1.0,7.42608123,3.6379,0.0672,-0.0672,443.0,12.6,-12.6,2.47,0.39,-0.23,1037.0,6049.0,72.0,-91.0,1.176,0.184,-0.107
1.0,15.9868932,4.158,0.538,-0.538,179.0,18.3,-18.3,1.62,0.25,-0.15,803.0,6049.0,72.0,-91.0,1.176,0.184,-0.107
0.0,0.73094589,4.32,0.2,-0.2,250.0,8.3,-8.3,17.12,5.06,-1.6,1922.0,5901.0,158.0,-193.0,0.848,0.251,-0.079
1.0,18.92537246,3.9835,0.0683,-0.0683,641.0,16.5,-16.5,13.92,2.0,-4.66,1171.0,4941.0,49.0,-118.0,4.885,0.701,-1.636
0.0,0.933749106,4.256,0.796,-0.796,186.0,12.8,-12.8,3.22,0.61,-1.05,2863.0,6215.0,171.0,-171.0,2.188,0.415,-0.711
0.0,2.037440623,3.442,0.127,-0.127,119.0,5.2,-5.2,1.19,0.36,-0.16,1572.0,6253.0,169.0,-207.0,1.015,0.312,-0.134
1.0,31.5925809,13.566,0.367,-0.367,145.0,6.1,-6.1,1.78,0.28,-0.41,688.0,5676.0,115.0,-104.0,1.487,0.229,-0.344
1.0,17.157236,11.284,0.248,-0.248,110.0,5.0,-5.0,1.55,0.24,-0.36,844.0,5676.0,115.0,-104.0,1.487,0.229,-0.344
1.0,1.97376085,1.82542,0.00776,-0.00776,30200.0,31.3,-31.3,8.78,1.43,-2.13,753.0,3807.0,291.0,-291.0,0.503,0.082,-0.122
0.0,4.618767792,5.9957,0.0461,-0.0461,4400.0,18.4,-18.4,7.48,2.17,-1.17,1170.0,6013.0,163.0,-181.0,1.033,0.3,-0.161
1.0,2.785821236,3.5599,0.0416,-0.0416,68.9,1.5,-1.5,1.69,0.11,-0.09,1784.0,6202.0,74.0,-83.0,1.733,0.118,-0.095
0.0,52.56901867,6.7507,0.0498,-0.0498,26900.0,174.0,-174.0,78.54,25.9,-11.1,737.0,7240.0,200.0,-343.0,1.717,0.565,-0.242
0.0,3.411758679,3.158,0.118,-0.118,571.0,19.2,-19.2,14.71,1.42,-2.12,684.0,3995.0,126.0,-140.0,0.561,0.054,-0.081
0.0,0.525426427,1.0801,0.0258,-0.0258,325.0,6.6,-6.6,1.45,0.33,-0.13,2069.0,5791.0,155.0,-173.0,0.802,0.181,-0.072
1.0,1.269091415,1.4647,0.0254,-0.0254,341.0,5.6,-5.6,1.41,0.1,-0.06,1331.0,5041.0,100.0,-100.0,0.766,0.051,-0.037
1.0,2.853133997,1.465,0.0434,-0.0434,277.0,8.3,-8.3,1.36,0.1,-0.06,1016.0,5041.0,100.0,-100.0,0.766,0.051,-0.037
1.0,6.79685353,3.1702,0.0835,-0.0835,393.0,14.9,-14.9,2.01,0.62,-0.2,985.0,6061.0,180.0,-198.0,0.97,0.3,-0.1
0.0,8.667822346,4.9658,0.0273,-0.0273,2120.0,13.6,-13.6,67.37,16.4,-30.5,1303.0,6266.0,189.0,-207.0,1.889,0.46,-0.854
1.0,1.475323222,2.3155,0.0735,-0.0735,155.0,6.5,-6.5,5.88,0.85,-1.97,2740.0,4941.0,49.0,-118.0,4.885,0.701,-1.636
1.0,4.15246118,2.5755,0.0901,-0.0901,223.0,9.9,-9.9,7.62,1.09,-2.55,1941.0,4941.0,49.0,-118.0,4.885,0.701,-1.636
1.0,8.7348852,4.49,0.13,-0.13,271.0,11.7,-11.7,1.59,0.52,-0.17,890.0,5982.0,160.0,-195.0,0.96,0.314,-0.105
0.0,10.26547688,3.733,0.157,-0.157,400.0,22.9,-22.9,1.81,0.5,-0.15,770.0,5699.0,152.0,-169.0,0.853,0.235,-0.073
0.0,3.305577989,2.5903,0.0849,-0.0849,18000.0,538.0,-538.0,25.89,4.32,-2.02,1027.0,5534.0,163.0,-163.0,0.707,0.118,-0.055
